2026-07-08T16:00:03.327721+00:00,elexon,ok,0.4,
2026-07-08T16:47:35.453409+00:00,carbon_intensity,ok,1.5,
2026-07-08T16:47:36.018746+00:00,neso,ok,0.6,
2026-07-08T16:47:37.235450+00:00,elexon,ok,1.2,
2026-07-08T17:30:22.232523+00:00,carbon_intensity,ok,1.3,
2026-07-08T17:30:23.058545+00:00,neso,ok,0.8,
2026-07-08T17:30:23.413313+00:00,elexon,ok,0.4,
2026-07-08T18:00:01.819091+00:00,carbon_intensity,ok,1.8,
2026-07-08T18:00:03.112264+00:00,neso,ok,1.3,
2026-07-08T18:00:03.749086+00:00,elexon,ok,0.6,
2026-07-08T18:30:01.961721+00:00,carbon_intensity,ok,1.9,
2026-07-08T18:30:03.465822+00:00,neso,ok,1.5,
2026-07-08T18:30:03.992768+00:00,elexon,ok,0.5,
